kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,annual_kwh,capex_usd,annual_om_usd,re_ef,net_ef,co2_avoided_t,bundle_id,lit_fraction
81.01.01.1009,Hollo,Amahai,Maluku Tengah,solar_battery,intermittent,2058,590,155.76,1255301.0,1037216.0,22300.0,27,873,1095.877773,68,0.7727272727272727
81.01.01.2021,Nua Nea,Amahai,Maluku Tengah,solar_biomass_hybrid,intermittent,593,151,39.86,321240.0,208943.0,4649.0,88,812,260.84688,69,0.1818181818181818
81.01.06.2011,Roho,Seram Utara,Maluku Tengah,micro_hydro,dark_settled,598,151,39.86,321240.0,463271.0,9265.0,24,876,281.40624,79,0.0909090909090909
81.01.06.2021,Rumahsokat,Seram Utara,Maluku Tengah,solar_battery,intermittent,724,198,52.27,421254.0,348083.0,7484.0,27,873,367.754742,78,0.5454545454545454
81.01.06.2022,Sawai,Seram Utara,Maluku Tengah,micro_hydro,intermittent,4101,1066,281.42,2268020.0,3287373.0,65747.0,24,876,1986.78552,80,0.3636363636363636
81.01.06.2044,Besi,Seram Utara,Maluku Tengah,solar_biomass_hybrid,intermittent,1035,274,72.34,583003.0,311873.0,6939.0,88,812,473.398436,78,0.5909090909090909
81.01.06.2045,Malaku,Seram Utara,Maluku Tengah,solar_biomass_hybrid,intermittent,1670,483,127.51,1027629.0,545208.0,12131.0,88,812,834.434748,78,0.5
81.01.06.2052,Oping,Seram Utara,Maluku Tengah,solar_biomass_hybrid,intermittent,208,59,15.58,125562.0,66550.0,1481.0,88,812,101.956344,78,0.5909090909090909
81.01.09.2006,Pulau Hatta,Banda,Maluku Tengah,solar_biomass_hybrid,intermittent,795,239,63.1,508536.0,287392.0,6394.0,88,812,412.931232,70,0.1818181818181818
81.01.09.2009,Pulau Ay,Banda,Maluku Tengah,solar_biomass_hybrid,intermittent,1695,521,137.54,1108462.0,595491.0,13250.0,88,812,900.071144,70,0.3636363636363636
81.01.09.2010,Pulau Rhun,Banda,Maluku Tengah,solar_biomass_hybrid,intermittent,1726,537,141.77,1142553.0,653946.0,14550.0,88,812,927.753036,71,0.6818181818181818
81.01.09.2016,Uring Tutra,Banda,Maluku Tengah,solar_biomass_hybrid,intermittent,430,123,32.47,261682.0,154487.0,3437.0,88,812,212.485784,70,0.4545454545454545
81.01.11.2020,Salamahu,Tehoru,Maluku Tengah,micro_hydro,intermittent,515,152,40.13,323416.0,528122.0,10562.0,24,876,283.312416,85,0.2272727272727272
81.01.12.2006,Kulur,Saparua,Maluku Tengah,solar_biomass_hybrid,intermittent,1196,372,98.21,791494.0,421255.0,9373.0,88,812,642.693128,77,0.3181818181818182
81.01.13.2001,Aboru,Pulau Haruku,Maluku Tengah,solar_biomass_hybrid,intermittent,2214,737,194.57,1568079.0,869759.0,19352.0,88,812,1273.280148,76,0.4545454545454545
81.01.13.2002,Wassu,Pulau Haruku,Maluku Tengah,solar_biomass_hybrid,intermittent,841,253,66.79,538274.0,322202.0,7169.0,88,812,437.078488,76,0.3636363636363636
81.01.13.2005,Sameth,Pulau Haruku,Maluku Tengah,solar_biomass_hybrid,intermittent,628,195,51.48,414888.0,226456.0,5039.0,88,812,336.889056,76,0.3636363636363636
81.01.13.2011,Hulaliu,Pulau Haruku,Maluku Tengah,solar_biomass_hybrid,intermittent,1866,617,162.89,1312763.0,706069.0,15710.0,88,812,1065.963556,76,0.2272727272727272
81.01.15.2006,Asilulu,Leihitu,Maluku Tengah,wind_solar_hybrid,intermittent,6249,1715,452.76,3648883.0,3504358.0,92865.0,15,885,3229.261455,72,0.5454545454545454
81.01.15.2007,Ureng,Leihitu,Maluku Tengah,wind_solar_hybrid,intermittent,5024,1349,356.14,2870203.0,2786420.0,73840.0,15,885,2540.129655,72,0.5454545454545454
81.01.16.2002,Titawaai,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,1984,641,169.22,1363778.0,783857.0,17441.0,88,812,1107.387736,75,0.5454545454545454
81.01.16.2003,Abubu,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,790,261,68.9,555279.0,313623.0,6978.0,88,812,450.886548,74,0.3636363636363636
81.01.16.2004,Akoon,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,658,230,60.72,489355.0,277413.0,6172.0,88,812,397.35626,74,0.1818181818181818
81.01.16.2005,Nalahia,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,523,196,51.74,416983.0,252047.0,5608.0,88,812,338.590196,74,0.3181818181818182
81.01.16.2006,Sila,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,329,114,30.1,242582.0,141040.0,3138.0,88,812,196.976584,74,0.3636363636363636
81.01.16.2007,Leinitu,Nusa Laut,Maluku Tengah,solar_biomass_hybrid,intermittent,306,116,30.62,246773.0,139038.0,3094.0,88,812,200.379676,74,0.3636363636363636
81.01.20.2002,Horale,Seram Utara Barat,Maluku Tengah,micro_hydro,intermittent,1825,516,136.22,1097824.0,1636076.0,32722.0,24,876,961.693824,81,0.1818181818181818
81.01.20.2003,Wailulu,Seram Utara Barat,Maluku Tengah,micro_hydro,intermittent,669,177,46.73,376606.0,545739.0,10915.0,24,876,329.906856,81,0.1818181818181818
81.01.20.2004,Paa,Seram Utara Barat,Maluku Tengah,solar_biomass_hybrid,intermittent,505,129,34.06,274496.0,146974.0,3270.0,88,812,222.890752,82,0.1818181818181818
81.01.20.2005,Karlutu Kara,Seram Utara Barat,Maluku Tengah,solar_biomass_hybrid,intermittent,620,178,46.99,378702.0,200777.0,4467.0,88,812,307.506024,82,0.2272727272727272
81.01.20.2007,Labuan,Seram Utara Barat,Maluku Tengah,solar_biomass_hybrid,intermittent,1176,362,95.57,770218.0,408322.0,9085.0,88,812,625.417016,82,0.5
81.01.20.2008,Gale-gale,Seram Utara Barat,Maluku Tengah,micro_hydro,intermittent,2183,621,163.94,1321225.0,1968894.0,39378.0,24,876,1157.3931,81,0.1818181818181818
81.01.20.2009,Latea,Seram Utara Barat,Maluku Tengah,micro_hydro,dark_settled,1578,444,117.22,944699.0,1415884.0,28318.0,24,876,827.556324,81,0.1363636363636363
81.01.20.2010,Lisabata Timur,Seram Utara Barat,Maluku Tengah,micro_hydro,dark_settled,914,246,64.94,523364.0,812139.0,16243.0,24,876,458.466864,81,0.1363636363636363
81.01.20.2011,Rumahwey,Seram Utara Barat,Maluku Tengah,micro_hydro,intermittent,506,134,35.38,285134.0,461348.0,9227.0,24,876,249.777384,81,0.1818181818181818
81.01.20.2012,Warasiwa,Seram Utara Barat,Maluku Tengah,micro_hydro,dark_settled,807,229,60.46,487259.0,760077.0,15202.0,24,876,426.838884,81,0.1363636363636363
81.01.20.2013,Herlau Pauni,Seram Utara Barat,Maluku Tengah,solar_biomass_hybrid,intermittent,30,10,2.64,21276.0,11280.0,251.0,88,812,17.276112,82,0.2727272727272727
81.01.21.2002,Tananahu,Teluk Elpaputih,Maluku Tengah,micro_hydro,intermittent,3882,1062,280.37,2259558.0,3452349.0,69047.0,24,876,1979.372808,86,0.1818181818181818
81.01.21.2003,Liang,Teluk Elpaputih,Maluku Tengah,micro_hydro,intermittent,2710,784,206.98,1668093.0,2710077.0,54202.0,24,876,1461.249468,86,0.2272727272727272
81.01.21.2004,Sahulauw,Teluk Elpaputih,Maluku Tengah,micro_hydro,intermittent,1883,540,142.56,1148920.0,1794621.0,35892.0,24,876,1006.45392,86,0.2727272727272727
81.01.22.2001,Larike,Leihitu Barat,Maluku Tengah,wind_solar_hybrid,intermittent,5466,1503,396.79,3197810.0,3008119.0,79715.0,15,885,2830.06185,73,0.2272727272727272
81.01.22.2002,Wakasihu,Leihitu Barat,Maluku Tengah,wind_solar_hybrid,intermittent,3534,965,254.76,2053162.0,1833350.0,48584.0,15,885,1817.04837,73,0.3181818181818182
81.01.23.2001,Ulahahan,Telutih,Maluku Tengah,micro_hydro,intermittent,958,233,61.51,495721.0,737576.0,14752.0,24,876,434.251596,87,0.2727272727272727
81.01.24.2010,Namto,Seram Utara Timur Seti,Maluku Tengah,solar_biomass_hybrid,intermittent,594,185,48.84,393611.0,208673.0,4643.0,88,812,319.612132,84,0.6363636363636364
81.01.25.2009,Way Asih,Seram Utara Timur Kobi,Maluku Tengah,solar_biomass_hybrid,intermittent,728,241,63.62,512726.0,271839.0,6048.0,88,812,416.333512,83,0.6363636363636364
81.02.01.2018,Ngabub,Kei Kecil,Maluku Tenggara,solar_biomass_hybrid,intermittent,702,176,46.46,374430.0,198521.0,4417.0,88,812,304.03716,91,0.3636363636363636
81.02.03.2025,Harangur,Kei Besar,Maluku Tenggara,solar_biomass_hybrid,intermittent,205,49,12.94,104286.0,58316.0,1298.0,88,812,84.680232,88,0.4090909090909091
81.02.04.2005,Tamangil Nuhuten,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,545,146,38.54,310602.0,177481.0,3949.0,88,812,252.208824,89,0.2272727272727272
81.02.04.2006,Tamangil Nuhuyanat,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,247,82,21.65,174482.0,105638.0,2350.0,88,812,141.679384,89,0.1818181818181818
81.02.04.2012,Kilwat,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,860,211,55.7,448897.0,266182.0,5923.0,88,812,364.504364,89,0.2272727272727272
81.02.04.2013,Sather,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,1204,319,84.22,678746.0,389592.0,8668.0,88,812,551.141752,89,0.2272727272727272
81.02.04.2014,Tutrean,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,530,147,38.81,312778.0,185693.0,4132.0,88,812,253.975736,89,0.2272727272727272
81.02.04.2016,Soindat,Kei Besar Selatan,Maluku Tenggara,solar_biomass_hybrid,intermittent,278,70,18.48,148934.0,84157.0,1872.0,88,812,120.934408,89,0.2272727272727272
81.02.13.2001,Wain,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,1540,427,112.73,908514.0,714982.0,18947.0,15,885,804.03489,92,0.4545454545454545
81.02.13.2002,Rewav,Kei Kecil Timur,Maluku Tenggara,solar_biomass_hybrid,intermittent,911,245,64.68,521269.0,276350.0,6149.0,88,812,423.270428,94,0.4545454545454545
81.02.13.2003,Rumaat,Kei Kecil Timur,Maluku Tenggara,solar_biomass_hybrid,intermittent,937,274,72.34,583003.0,309061.0,6877.0,88,812,473.398436,94,0.4545454545454545
81.02.13.2004,Rat,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,340,100,26.4,212763.0,167443.0,4437.0,15,885,188.295255,92,0.4090909090909091
81.02.13.2005,Abean,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,621,193,50.95,410616.0,323165.0,8564.0,15,885,363.39516,92,0.5909090909090909
81.02.13.2006,Mastur,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,620,178,46.99,378702.0,298049.0,7898.0,15,885,335.15127,92,0.5
81.02.13.2014,Semawi,Kei Kecil Timur,Maluku Tenggara,solar_biomass_hybrid,intermittent,536,138,36.43,293597.0,155659.0,3463.0,88,812,238.400764,94,0.1818181818181818
81.02.13.2015,Iso,Kei Kecil Timur,Maluku Tenggara,solar_biomass_hybrid,intermittent,175,56,14.78,119115.0,63166.0,1405.0,88,812,96.72138,94,0.4090909090909091
81.02.13.2016,Disuk,Kei Kecil Timur,Maluku Tenggara,solar_biomass_hybrid,intermittent,431,136,35.9,289325.0,154246.0,3432.0,88,812,234.9319,93,0.6363636363636364
81.02.13.2017,Wain Baru,Kei Kecil Timur,Maluku Tenggara,solar_battery,intermittent,369,88,23.23,187215.0,154703.0,3326.0,27,873,163.438695,93,0.6363636363636364
81.02.13.2019,Watngon,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,246,82,21.65,174482.0,137303.0,3639.0,15,885,154.41657,92,0.4090909090909091
81.02.13.2020,Yafavun,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,608,193,50.95,410616.0,323165.0,8564.0,15,885,363.39516,92,0.5
81.02.13.2021,Mastur Baru,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,628,162,42.77,344692.0,271258.0,7188.0,15,885,305.05242,92,0.3181818181818182
81.02.13.2022,Ohoilus,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,576,155,40.92,329782.0,259537.0,6878.0,15,885,291.85707,92,0.5
81.02.13.2023,Tenbuk,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,294,80,21.12,170210.0,133954.0,3550.0,15,885,150.63585,92,0.3181818181818182
81.02.13.2024,Denwet,Kei Kecil Timur,Maluku Tenggara,wind_solar_hybrid,intermittent,571,157,41.45,334054.0,262886.0,6966.0,15,885,295.63779,92,0.4090909090909091
81.02.18.2001,Hoat,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,354,98,25.87,208492.0,121089.0,2694.0,88,812,169.295504,90,0.2727272727272727
81.02.18.2002,Ngafan,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,455,123,32.47,261682.0,160266.0,3566.0,88,812,212.485784,90,0.4545454545454545
81.02.18.2004,Rerean,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,201,55,14.52,117020.0,67340.0,1498.0,88,812,95.02024,90,0.3181818181818182
81.02.18.2006,Hoko,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,389,107,28.25,227672.0,137726.0,3064.0,88,812,184.869664,90,0.1818181818181818
81.02.18.2007,Weduar Fer,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,281,63,16.63,134024.0,76035.0,1692.0,88,812,108.827488,90,0.2727272727272727
81.02.18.2010,Watkidat,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,403,89,23.5,189391.0,111565.0,2482.0,88,812,153.785492,90,0.4090909090909091
81.02.18.2013,Rahangiar,Kei Besar Selatan Barat,Maluku Tenggara,solar_biomass_hybrid,intermittent,588,164,43.3,348963.0,226468.0,5039.0,88,812,283.357956,90,0.5
81.02.19.2011,Garara,Kei Kecil Timur Selatan,Maluku Tenggara,wind_solar_hybrid,intermittent,359,93,24.55,197853.0,155722.0,4127.0,15,885,175.099905,95,0.3181818181818182
81.03.01.2009,Latdalam,Tanimbar Selatan,Kepulauan Tanimbar,wind_solar_hybrid,intermittent,3790,1018,268.75,2165910.0,1704571.0,45171.0,15,885,1916.83035,40,0.1818181818181818
81.03.01.2011,Matakus,Tanimbar Selatan,Kepulauan Tanimbar,wind_solar_hybrid,intermittent,654,160,42.24,340421.0,267909.0,7100.0,15,885,301.272585,41,0.3181818181818182
81.03.02.2005,Fursuy,Selaru,Kepulauan Tanimbar,solar_battery,intermittent,1414,332,87.65,706389.0,583653.0,12549.0,27,873,616.677597,39,0.3636363636363636
81.03.02.2006,Werain,Selaru,Kepulauan Tanimbar,solar_battery,intermittent,1049,329,86.86,700022.0,578380.0,12435.0,27,873,611.119206,39,0.2727272727272727
81.03.02.2007,Eliasa,Selaru,Kepulauan Tanimbar,solar_battery,intermittent,911,216,57.02,459536.0,379726.0,8164.0,27,873,401.174928,39,0.2727272727272727
81.03.03.2004,Amdasa,Wertamrian,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1013,311,82.1,661660.0,354495.0,7888.0,88,812,537.26792,44,0.2272727272727272
81.03.03.2005,Sangliat Krawain,Wertamrian,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1099,325,85.8,691479.0,370837.0,8251.0,88,812,561.480948,44,0.3181818181818182
81.03.03.2006,Arui Bab,Wertamrian,Kepulauan Tanimbar,micro_hydro,intermittent,2508,696,183.74,1480797.0,2126637.0,42533.0,24,876,1297.178172,44,0.2727272727272727
81.03.03.2007,Arui Das,Wertamrian,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1131,326,86.06,693575.0,374506.0,8333.0,88,812,563.1829,44,0.1818181818181818
81.03.03.2008,Sangliat Dol,Wertamrian,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1101,320,84.48,680841.0,365192.0,8126.0,88,812,552.842892,44,0.1818181818181818
81.03.03.2009,Atubul Da,Wertamrian,Kepulauan Tanimbar,solar_biomass_hybrid,dark_settled,1629,411,108.5,874423.0,464934.0,10345.0,88,812,710.031476,44,0.1363636363636363
81.03.04.2006,Wermatang,Wermaktian,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1165,300,79.2,638289.0,338388.0,7529.0,88,812,518.290668,43,0.1818181818181818
81.03.04.2007,Otemer,Wermaktian,Kepulauan Tanimbar,wind_solar_hybrid,dark_settled,1722,474,125.14,1008528.0,793680.0,21033.0,15,885,892.54728,43,0.1363636363636363
81.03.04.2009,Marantutul,Wermaktian,Kepulauan Tanimbar,wind_solar_hybrid,dark_settled,860,214,56.5,455345.0,358328.0,9496.0,15,885,402.980325,43,0.1363636363636363
81.03.05.2007,Lamdesar Barat,Tanimbar Utara,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1059,332,87.65,706389.0,374483.0,8332.0,88,812,573.587868,42,0.3636363636363636
81.03.05.2008,Lamdesar Timur,Tanimbar Utara,Kepulauan Tanimbar,solar_battery,intermittent,1940,609,160.78,1295758.0,1070617.0,23018.0,27,873,1131.196734,42,0.2272727272727272
81.03.06.2001,Romean,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1879,531,140.18,1129739.0,616698.0,13722.0,88,812,917.348068,34,0.5454545454545454
81.03.06.2002,Rumngeur,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,386,112,29.57,238311.0,131633.0,2929.0,88,812,193.508532,35,0.3181818181818182
81.03.06.2003,Awear,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,391,110,29.04,234039.0,126179.0,2807.0,88,812,190.039668,35,0.1818181818181818
81.03.06.2004,Sofyanin,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1152,346,91.34,736127.0,406542.0,9046.0,88,812,597.735124,34,0.4545454545454545
81.03.06.2005,Walerang,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,887,260,68.64,553183.0,314928.0,7007.0,88,812,449.184596,35,0.2272727272727272
81.03.06.2006,Adodo Fordata,Fordata,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1077,355,93.72,755308.0,421565.0,9380.0,88,812,613.310096,35,0.2727272727272727
81.03.07.2008,Watmasa,Wuar Labobar,Kepulauan Tanimbar,wind_solar_hybrid,intermittent,1272,320,84.48,680841.0,535818.0,14199.0,15,885,602.544285,45,0.1818181818181818
81.03.07.2009,Awear Rumngeur,Wuar Labobar,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,960,268,70.75,570188.0,302294.0,6726.0,88,812,462.992656,45,0.1818181818181818
81.03.07.2010,Karatat,Wuar Labobar,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,966,245,64.68,521269.0,276350.0,6149.0,88,812,423.270428,45,0.1818181818181818
81.03.07.2011,Wunlah,Wuar Labobar,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1045,282,74.45,600007.0,318085.0,7077.0,88,812,487.205684,45,0.1818181818181818
81.03.07.2012,Kiloon,Wuar Labobar,Kepulauan Tanimbar,solar_biomass_hybrid,dark_settled,1133,290,76.56,617012.0,328283.0,7304.0,88,812,501.013744,45,0.1363636363636363
81.03.07.2014,Teineman,Wuar Labobar,Kepulauan Tanimbar,solar_biomass_hybrid,dark_settled,864,203,53.59,431893.0,234966.0,5228.0,88,812,350.697116,45,0.0454545454545454
81.03.08.2008,Alusi Batjas,Kormomolin,Kepulauan Tanimbar,solar_biomass_hybrid,dark_settled,724,231,60.98,491450.0,264064.0,5875.0,88,812,399.0574,36,0.1363636363636363
81.03.08.2009,Lorwembun,Kormomolin,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,1272,381,100.58,810594.0,436886.0,9721.0,88,812,658.202328,36,0.1818181818181818
81.03.09.2001,Arma,Nirunmas,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,2781,805,212.52,1712741.0,923613.0,20550.0,88,812,1390.745692,38,0.2272727272727272
81.03.09.2002,Watmuri,Nirunmas,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,2656,772,203.81,1642546.0,878900.0,19556.0,88,812,1333.747352,38,0.1818181818181818
81.03.18.2003,Wulmasa,Molu Maru,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,741,203,53.59,431893.0,230937.0,5138.0,88,812,350.697116,37,0.3181818181818182
81.03.18.2004,Tutunametal,Molu Maru,Kepulauan Tanimbar,solar_biomass_hybrid,intermittent,812,215,56.76,457440.0,242512.0,5396.0,88,812,371.44128,37,0.2727272727272727
81.03.18.2005,Nurkat,Molu Maru,Kepulauan Tanimbar,solar_biomass_hybrid,dark_settled,1073,293,77.35,623379.0,334765.0,7449.0,88,812,506.183748,37,0.1363636363636363
81.04.02.2007,Tanjung Karang,Air Buaya,Buru,micro_hydro,intermittent,2033,508,134.11,1080819.0,1812480.0,36250.0,24,876,946.797444,1,0.1818181818181818
81.04.02.2008,Bara,Air Buaya,Buru,micro_hydro,dark_settled,2560,638,168.43,1357411.0,2315075.0,46302.0,24,876,1189.092036,1,0.1363636363636363
81.04.02.2019,Kampung Baru,Air Buaya,Buru,micro_hydro,intermittent,686,185,48.84,393611.0,672182.0,13444.0,24,876,344.803236,1,0.1818181818181818
81.04.06.2004,Samalagi,Waplau,Buru,solar_battery,intermittent,555,165,43.56,351059.0,305209.0,6562.0,27,873,306.474507,5,0.1818181818181818
81.04.06.2005,Namsina,Waplau,Buru,solar_biomass_hybrid,intermittent,1637,435,114.84,925519.0,516973.0,11503.0,88,812,751.521428,5,0.3636363636363636
81.04.06.2006,Hatawano,Waplau,Buru,solar_biomass_hybrid,intermittent,1562,433,114.31,921247.0,521255.0,11598.0,88,812,748.052564,5,0.1818181818181818
